Make,Model,Year,Style,Distance,Engine_capacity(cm3),Fuel_type,Transmission,Price(euro),Year_norm
BMW,5 Series,1998.0,Sedan,300000.0,2500.0,Diesel,0,3100.0,0.43902439024390244
Mercedes,Series (W124),1992.0,Universal,400.0,1998.0,Metan/Propan,0,2399.0,0.2926829268292683
BMW,5 Series,1997.0,Sedan,305000.0,1991.0,Petrol,0,2500.0,0.4146341463414634
Nissan,Qashqai,2020.0,Crossover,0.0,1332.0,Petrol,1,19000.0,0.975609756097561
Peugeot,Other,2003.0,Hatchback,240000.0,2000.0,Petrol,0,2500.0,0.5609756097560976
Mercedes,Other,2019.0,Hatchback,4000.0,1498.0,Diesel,1,31000.0,0.9512195121951219
Mercedes,E Class,2012.0,Sedan,238366.0,2999.0,Diesel,1,6500.0,0.7804878048780488
Ford,Focus,2016.0,Universal,164000.0,1500.0,Diesel,1,8700.0,0.8780487804878049
Peugeot,Other,2001.0,Hatchback,95521.0,1400.0,Petrol,0,1000.0,0.5121951219512195
Volkswagen,Passat,2011.0,Universal,210000.0,2000.0,Diesel,0,11500.0,0.7560975609756098
Peugeot,Other,2005.0,Sedan,250000.0,2000.0,Diesel,1,3650.0,0.6097560975609756
Renault,Megane,2011.0,Universal,195000.0,1500.0,Diesel,1,5500.0,0.7560975609756098
Audi,Other,2018.0,Sedan,7000.0,2000.0,Petrol,1,16000.0,0.926829268292683
Audi,Other,2016.0,Sedan,16000.0,2000.0,Petrol,1,13800.0,0.8780487804878049
Hyundai,Santa FE,2014.0,Crossover,20000.0,2000.0,Diesel,1,10000.0,0.8292682926829268
Renault,Kangoo,2016.0,Minivan,12544.0,1500.0,Diesel,0,10000.0,0.8780487804878049
Volkswagen,Transporter,1998.0,Microvan,400000.0,2500.0,Diesel,0,3200.0,0.43902439024390244
Mercedes,Other,2002.0,Minivan,250000.0,1700.0,Diesel,1,3500.0,0.5365853658536586
Audi,Other,2018.0,Sedan,7189.0,2000.0,Petrol,1,16000.0,0.926829268292683
Audi,Other,1994.0,Sedan,0.0,2300.0,Petrol,0,1750.0,0.34146341463414637
Opel,Astra,1997.0,Hatchback,200000.0,1600.0,Petrol,0,1350.0,0.4146341463414634
BMW,3 Series,2003.0,Sedan,123456.0,2000.0,Diesel,0,1950.0,0.5609756097560976
Toyota,Other,1991.0,Sedan,435869.0,1600.0,Petrol,0,1350.0,0.2682926829268293
Ford,Other,2006.0,Hatchback,231000.0,1400.0,Diesel,0,2600.0,0.6341463414634146
Skoda,Octavia,2005.0,Hatchback,291000.0,1600.0,Petrol,0,4700.0,0.6097560975609756
Opel,Vectra,2001.0,Sedan,33333.0,1800.0,Petrol,0,3777.0,0.5121951219512195
Opel,Astra,2006.0,Universal,255000.0,1300.0,Diesel,0,3199.0,0.6341463414634146
Audi,Other,2014.0,Hatchback,90000.0,3000.0,Petrol,1,32500.0,0.8292682926829268
BMW,Other,2013.0,Coupe,145000.0,4000.0,Diesel,1,30000.0,0.8048780487804879
BMW,7 Series,2013.0,Sedan,185000.0,4000.0,Diesel,1,28888.0,0.8048780487804879
Renault,Other,2009.0,Hatchback,250800.0,1200.0,Petrol,0,4100.0,0.7073170731707317
Volvo,Other,2020.0,Sedan,0.0,2000.0,Diesel,1,53700.0,0.975609756097561
Suzuki,Other,2021.0,Crossover,0.0,1600.0,Petrol,0,13150.0,1.0
Dacia,Logan,2021.0,Sedan,0.0,1000.0,Petrol,0,12470.0,1.0
Mercedes,Vito,2015.0,Minivan,262500.0,1600.0,Diesel,0,14500.0,0.8536585365853658
Renault,Kadjar,2020.0,Crossover,0.0,1300.0,Petrol,0,14880.0,0.975609756097561
Skoda,Octavia,2021.0,Hatchback,0.0,1400.0,Petrol,1,21010.0,1.0
Renault,Other,2021.0,Hatchback,0.0,1600.0,Plug-in Hybrid,1,25860.0,1.0
Nissan,Qashqai,2020.0,Crossover,0.0,1300.0,Petrol,1,19000.0,0.975609756097561
Mercedes,E Class,2000.0,Sedan,221825.0,2200.0,Diesel,1,4650.0,0.4878048780487805
BMW,5 Series,2012.0,Sedan,10000.0,2000.0,Diesel,1,10000.0,0.7804878048780488
Renault,Kadjar,2015.0,SUV,88000.0,1500.0,Diesel,1,14200.0,0.8536585365853658
Renault,Kadjar,2016.0,SUV,101000.0,1461.0,Diesel,1,14300.0,0.8780487804878049
Volkswagen,Caddy,2011.0,Minivan,241000.0,1600.0,Diesel,0,6450.0,0.7560975609756098
Volkswagen,Caddy,2013.0,Minivan,280000.0,2000.0,Diesel,0,6950.0,0.8048780487804879
Ford,Other,2015.0,Sedan,109000.0,2300.0,Petrol,0,16500.0,0.8536585365853658
Mercedes,E Class,2011.0,Sedan,234000.0,2200.0,Diesel,1,11250.0,0.7560975609756098
Mercedes,E Class,2010.0,Sedan,268000.0,1800.0,Petrol,1,11000.0,0.7317073170731707
Ford,Fusion,2013.0,Sedan,15000.0,1500.0,Petrol,1,8500.0,0.8048780487804879
Mitsubishi,Other,2003.0,Universal,234000.0,1600.0,Petrol,1,3200.0,0.5609756097560976
Renault,Scenic,2014.0,Universal,128444.0,1500.0,Diesel,0,8000.0,0.8292682926829268
Volkswagen,Touran,2015.0,Universal,100000.0,1400.0,Petrol,0,10000.0,0.8536585365853658
Opel,Vectra,1999.0,Hatchback,180000.0,1800.0,Metan/Propan,0,2500.0,0.4634146341463415
BMW,Other,2017.0,Hatchback,190000.0,1589.0,Diesel,1,13900.0,0.9024390243902439
Other,Other,1989.0,SUV,1.0,3000.0,Diesel,0,4200.0,0.21951219512195122
BMW,3 Series,2016.0,Sedan,133.0,2800.0,Petrol,1,14000.0,0.8780487804878049
Skoda,Superb,2013.0,Sedan,185000.0,1800.0,Petrol,1,11999.0,0.8048780487804879
Peugeot,Other,2012.0,Sedan,202000.0,2000.0,Diesel,1,9000.0,0.7804878048780488
Volkswagen,Golf,1998.0,Hatchback,327000.0,1900.0,Diesel,0,3400.0,0.43902439024390244
Toyota,Other,2015.0,Minivan,258000.0,1800.0,Hybrid,1,10900.0,0.8536585365853658
Volkswagen,Polo,2004.0,Coupe,250000.0,1400.0,Diesel,0,2400.0,0.5853658536585366
Renault,Grand Scenic,2014.0,Minivan,160000.0,1496.0,Diesel,1,9500.0,0.8292682926829268
Volkswagen,Golf,2005.0,Hatchback,245000.0,1600.0,Petrol,0,5200.0,0.6097560975609756
Skoda,Fabia,2015.0,Hatchback,121123.0,1200.0,Petrol,0,6500.0,0.8536585365853658
Mercedes,S Class,1993.0,Sedan,400000.0,3000.0,Petrol,1,3550.0,0.3170731707317073
Hyundai,Other,2014.0,Universal,165900.0,1400.0,Diesel,0,7100.0,0.8292682926829268
Opel,Corsa,2011.0,Hatchback,157000.0,500.0,Diesel,0,4600.0,0.7560975609756098
Mercedes,C Class,2003.0,Sedan,35000.0,3200.0,Diesel,1,1300.0,0.5609756097560976
Audi,Other,2011.0,Hatchback,179500.0,1400.0,Petrol,1,7999.0,0.7560975609756098
Toyota,Avensis,2007.0,Sedan,294000.0,2000.0,Petrol,0,7100.0,0.6585365853658537
Skoda,Fabia,2015.0,Universal,15546.0,1200.0,Diesel,0,10000.0,0.8536585365853658
Dacia,Other,2016.0,Microvan,71000.0,1461.0,Diesel,0,5900.0,0.8780487804878049
BMW,3 Series,2005.0,Coupe,182000.0,1995.0,Diesel,0,3700.0,0.6097560975609756
Hyundai,Tucson,2017.0,Crossover,159225.0,1685.0,Diesel,1,15500.0,0.9024390243902439
Honda,Other,2015.0,Hatchback,143954.0,1339.0,Hybrid,1,7500.0,0.8536585365853658
Hyundai,Tucson,2017.0,Crossover,128000.0,1995.0,Diesel,0,15700.0,0.9024390243902439
BMW,5 Series,2002.0,Sedan,290000.0,2926.0,Diesel,1,2000.0,0.5365853658536586
BMW,5 Series,2008.0,Sedan,298000.0,1995.0,Diesel,1,4500.0,0.6829268292682927
KIA,Other,2013.0,Hatchback,160000.0,1600.0,Diesel,0,5500.0,0.8048780487804879
Volvo,Other,2009.0,Universal,152750.0,1997.0,Diesel,0,3700.0,0.7073170731707317
KIA,Other,2013.0,Hatchback,225000.0,1396.0,Diesel,0,5400.0,0.8048780487804879
Nissan,Other,2003.0,Crossover,266000.0,2184.0,Diesel,0,2600.0,0.5609756097560976
Dacia,Duster,2013.0,Crossover,201267.0,1461.0,Diesel,0,5800.0,0.8048780487804879
Hyundai,Santa FE,2007.0,Crossover,234400.0,2188.0,Diesel,1,3600.0,0.6585365853658537
Dacia,Other,2015.0,Hatchback,112000.0,898.0,Petrol,0,5600.0,0.8536585365853658
Opel,Astra,2018.0,Universal,120933.0,1598.0,Diesel,0,8500.0,0.926829268292683
Honda,CR-V,2015.0,Crossover,57000.0,1597.0,Diesel,0,15300.0,0.8536585365853658
Audi,Other,2007.0,Coupe,200000.0,2967.0,Diesel,0,4300.0,0.6585365853658537
KIA,Other,2014.0,Hatchback,130000.0,1582.0,Diesel,0,5900.0,0.8292682926829268
Audi,Other,2006.0,Crossover,308000.0,2967.0,Diesel,1,6200.0,0.6341463414634146
KIA,Other,2012.0,Hatchback,189400.0,1396.0,Diesel,0,4800.0,0.7804878048780488
Audi,A4,2004.0,Universal,320000.0,2496.0,Diesel,0,1300.0,0.5853658536585366
Volvo,XC60,2017.0,Crossover,170000.0,1969.0,Diesel,1,18500.0,0.9024390243902439
Volkswagen,Caddy,2017.0,Minivan,39450.0,1968.0,Diesel,0,12000.0,0.9024390243902439
Nissan,Other,2011.0,Crossover,188425.0,1995.0,Diesel,0,8000.0,0.7560975609756098
Volvo,XC60,2010.0,Crossover,196700.0,2400.0,Diesel,0,6700.0,0.7317073170731707
BMW,7 Series,2005.0,Sedan,242000.0,2993.0,Diesel,1,3600.0,0.6097560975609756
Hyundai,Santa FE,2015.0,Crossover,148000.0,1995.0,Diesel,0,14500.0,0.8536585365853658
Volvo,Other,2010.0,Hatchback,147000.0,1560.0,Diesel,0,4000.0,0.7317073170731707
Toyota,Corolla,2021.0,Universal,288.0,1987.0,Hybrid,1,23000.0,1.0
Volvo,Other,2016.0,Universal,141792.0,1969.0,Hybrid,1,13000.0,0.8780487804878049
Dacia,Duster,2019.0,Crossover,12822.0,1461.0,Diesel,0,12000.0,0.9512195121951219
Toyota,Other,2003.0,SUV,340000.0,2982.0,Diesel,0,4900.0,0.5609756097560976
Audi,Other,2009.0,Crossover,196000.0,2967.0,Diesel,1,7500.0,0.7073170731707317
Hyundai,Other,2015.0,Crossover,212375.0,1685.0,Diesel,0,12000.0,0.8536585365853658
Dacia,Other,2019.0,Hatchback,70336.0,1461.0,Diesel,0,7950.0,0.9512195121951219
BMW,3 Series,2006.0,Sedan,265000.0,1995.0,Diesel,0,4000.0,0.6341463414634146
Honda,CR-V,2007.0,Crossover,220000.0,2204.0,Diesel,0,4200.0,0.6585365853658537
Mitsubishi,Other,2004.0,SUV,217925.0,3200.0,Diesel,1,2700.0,0.5853658536585366
Dacia,Other,2017.0,Universal,109000.0,1461.0,Diesel,0,7700.0,0.9024390243902439
Toyota,Other,2017.0,Hatchback,59200.0,1497.0,Hybrid,1,9100.0,0.9024390243902439
Other,Other,2005.0,SUV,212000.0,2685.0,Diesel,1,3200.0,0.6097560975609756
Audi,Q5,2008.0,Crossover,260000.0,1968.0,Diesel,0,5500.0,0.6829268292682927
Opel,Astra,2017.0,Universal,106000.0,1598.0,Diesel,0,7900.0,0.9024390243902439
Volkswagen,Tiguan,2012.0,Crossover,130934.0,1968.0,Diesel,0,7500.0,0.7804878048780488
Opel,Astra,2016.0,Universal,126000.0,1598.0,Diesel,0,7500.0,0.8780487804878049
Nissan,Other,2010.0,Crossover,159000.0,1995.0,Diesel,0,4900.0,0.7317073170731707
KIA,Sportage,2014.0,Crossover,127000.0,1685.0,Diesel,0,14500.0,0.8292682926829268
Opel,Astra,2016.0,Universal,130000.0,1598.0,Diesel,0,7700.0,0.8780487804878049
Volkswagen,Tiguan,2013.0,Crossover,151000.0,1968.0,Diesel,0,10200.0,0.8048780487804879
Toyota,Rav 4,2018.0,Crossover,96387.0,2494.0,Hybrid,1,20500.0,0.926829268292683
Toyota,Other,2018.0,Hatchback,44700.0,1497.0,Hybrid,1,6500.0,0.926829268292683
Nissan,Qashqai,2015.0,Crossover,136000.0,1461.0,Diesel,0,9500.0,0.8536585365853658
Toyota,Other,2014.0,Hatchback,202650.0,1497.0,Hybrid,1,7500.0,0.8292682926829268
Nissan,Other,2009.0,Crossover,155000.0,1995.0,Diesel,0,3900.0,0.7073170731707317
Volkswagen,Passat,2008.0,Universal,249930.0,1968.0,Diesel,0,3200.0,0.6829268292682927
Dacia,Other,2016.0,Hatchback,42000.0,898.0,Petrol,0,6100.0,0.8780487804878049
Toyota,Rav 4,2016.0,Crossover,10301.0,2487.0,Hybrid,1,19000.0,0.8780487804878049
Nissan,Other,2014.0,Crossover,165000.0,1598.0,Diesel,0,13700.0,0.8292682926829268
KIA,Sportage,2014.0,Crossover,175060.0,1685.0,Diesel,0,11100.0,0.8292682926829268
Honda,CR-V,2014.0,Crossover,155852.0,2200.0,Diesel,0,12500.0,0.8292682926829268
Mercedes,E Class,2009.0,Sedan,225000.0,2143.0,Diesel,1,6800.0,0.7073170731707317
Mercedes,E Class,2014.0,Sedan,265000.0,2143.0,Diesel,1,14900.0,0.8292682926829268
Hyundai,Other,2015.0,Crossover,162000.0,1995.0,Diesel,1,12900.0,0.8536585365853658
Volvo,Other,2002.0,Sedan,249000.0,2401.0,Diesel,0,2200.0,0.5365853658536586
Nissan,Qashqai,2017.0,Crossover,144217.0,1598.0,Diesel,1,11800.0,0.9024390243902439
Toyota,Other,2018.0,Hatchback,87000.0,1497.0,Hybrid,1,9500.0,0.926829268292683
Audi,Other,2006.0,Hatchback,247500.0,1968.0,Diesel,0,2400.0,0.6341463414634146
Chevrolet,Other,2012.0,Hatchback,113023.0,1229.0,Petrol,0,3900.0,0.7804878048780488
Dacia,Sandero,2014.0,Hatchback,163000.0,1461.0,Diesel,0,4200.0,0.8292682926829268
Toyota,Auris,2011.0,Hatchback,180000.0,1798.0,Hybrid,1,6800.0,0.7560975609756098
Volkswagen,Caddy,2006.0,Minivan,180000.0,1968.0,Diesel,0,2500.0,0.6341463414634146
Toyota,Prius,2008.0,Hatchback,230000.0,1500.0,Hybrid,1,3000.0,0.6829268292682927
Hyundai,Other,2014.0,Crossover,202345.0,1685.0,Diesel,0,11900.0,0.8292682926829268
Honda,CR-V,2016.0,Crossover,103000.0,1597.0,Diesel,0,15700.0,0.8780487804878049
Opel,Astra,2018.0,Universal,139000.0,1598.0,Diesel,0,8400.0,0.926829268292683
Toyota,Other,2017.0,Hatchback,64000.0,1497.0,Hybrid,1,9200.0,0.9024390243902439
Honda,Other,2011.0,Hatchback,117119.0,1497.0,Hybrid,0,5000.0,0.7560975609756098
Nissan,Other,2009.0,Crossover,266500.0,1995.0,Diesel,0,3800.0,0.7073170731707317
BMW,5 Series,2002.0,Sedan,360000.0,2926.0,Diesel,0,2300.0,0.5365853658536586
Volvo,XC90,2007.0,Crossover,289000.0,2401.0,Petrol,1,5000.0,0.6585365853658537
Volkswagen,Tiguan,2015.0,Crossover,141539.0,1968.0,Diesel,1,12900.0,0.8536585365853658
Mercedes,Other,2016.0,Minivan,87000.0,2143.0,Diesel,1,16000.0,0.8780487804878049
Volvo,XC90,2005.0,Crossover,364555.0,2401.0,Diesel,1,4000.0,0.6097560975609756
Dacia,Logan,2017.0,Sedan,65000.0,1461.0,Diesel,0,6500.0,0.9024390243902439
Toyota,Auris,2017.0,Universal,183000.0,1798.0,Hybrid,1,6000.0,0.9024390243902439
Volkswagen,Tiguan,2014.0,Crossover,124491.0,1968.0,Diesel,0,11900.0,0.8292682926829268
Volvo,Other,2007.0,Universal,238000.0,1998.0,Diesel,0,2500.0,0.6585365853658537
Dacia,Logan Mcv,2017.0,Universal,80194.0,1149.0,Petrol,0,5900.0,0.9024390243902439
Volvo,Other,2013.0,Sedan,249000.0,1984.0,Diesel,1,12000.0,0.8048780487804879
Toyota,Other,2019.0,Hatchback,6800.0,1497.0,Hybrid,1,10900.0,0.9512195121951219
Audi,Other,2009.0,Hatchback,154000.0,1896.0,Diesel,0,2800.0,0.7073170731707317
Dacia,Other,2015.0,Hatchback,34598.0,898.0,Petrol,0,6000.0,0.8536585365853658
Toyota,Prius,2019.0,Hatchback,12150.0,1798.0,Hybrid,1,18500.0,0.9512195121951219
Dacia,Logan,2013.0,Sedan,174000.0,898.0,Petrol,0,4000.0,0.8048780487804879
Volvo,Other,2007.0,Sedan,181000.0,1560.0,Diesel,0,2800.0,0.6585365853658537
Nissan,Other,2011.0,Crossover,220000.0,1995.0,Diesel,1,8500.0,0.7560975609756098
Other,Other,2005.0,SUV,232112.0,2987.0,Diesel,1,4000.0,0.6097560975609756
Volvo,XC90,2006.0,Crossover,228000.0,2401.0,Diesel,0,4500.0,0.6341463414634146
Volkswagen,Tiguan,2008.0,Crossover,236000.0,1968.0,Diesel,0,4000.0,0.6829268292682927
Volkswagen,Transporter,2006.0,Minivan,24563.0,2500.0,Diesel,0,4500.0,0.6341463414634146
Opel,Astra,2015.0,Universal,25000.0,1300.0,Diesel,0,6500.0,0.8536585365853658
Chevrolet,Other,2019.0,Coupe,3000.0,2000.0,Petrol,1,24300.0,0.9512195121951219
Mitsubishi,Outlander,2016.0,SUV,147000.0,2268.0,Diesel,1,17950.0,0.8780487804878049
BMW,3 Series,1997.0,Cabriolet,150000.0,3000.0,Petrol,0,5900.0,0.4146341463414634
Volkswagen,Other,2005.0,Hatchback,304000.0,1400.0,Petrol,0,3500.0,0.6097560975609756
Audi,Other,2016.0,Coupe,70188.0,2000.0,Petrol,1,14000.0,0.8780487804878049
BMW,5 Series,2012.0,Sedan,251412.0,3000.0,Hybrid,1,16950.0,0.7804878048780488
Volkswagen,Polo,2000.0,Sedan,264767.0,1400.0,Petrol,0,1300.0,0.4878048780487805
Volkswagen,Golf,2010.0,Universal,183000.0,1400.0,Petrol,0,5950.0,0.7317073170731707
Audi,Other,2006.0,Sedan,274000.0,4200.0,Petrol,1,10900.0,0.6341463414634146
Audi,Other,1995.0,Sedan,250000.0,2800.0,Petrol,1,4900.0,0.36585365853658536
Nissan,Other,2012.0,Hatchback,170000.0,1400.0,Diesel,0,5300.0,0.7804878048780488
Nissan,Qashqai,2015.0,Crossover,190.0,1500.0,Diesel,0,11900.0,0.8536585365853658
Nissan,Other,2014.0,Hatchback,160.0,1500.0,Diesel,0,7850.0,0.8292682926829268
Mercedes,C Class,2001.0,Sedan,3015.0,1999.0,Petrol,0,4950.0,0.5121951219512195
Opel,Zafira,2006.0,Universal,333.0,1600.0,Metan/Propan,0,4500.0,0.6341463414634146
Opel,Other,2007.0,Crossover,250000.0,2000.0,Diesel,1,10000.0,0.6585365853658537
Skoda,Octavia,2011.0,Hatchback,72000.0,1200.0,Petrol,0,8200.0,0.7560975609756098
Dacia,Logan,2016.0,Sedan,1.0,1200.0,Metan/Propan,0,3500.0,0.8780487804878049
Renault,Scenic,2005.0,Universal,240000.0,1500.0,Diesel,0,2999.0,0.6097560975609756
Volkswagen,Jetta,2013.0,Sedan,197000.0,1400.0,Hybrid,1,9300.0,0.8048780487804879
BMW,5 Series,2008.0,Sedan,330000.0,2497.0,Diesel,1,4500.0,0.6829268292682927
Mercedes,E Class,2012.0,Sedan,240000.0,1800.0,Metan/Propan,1,11499.0,0.7804878048780488
BMW,5 Series,2015.0,Sedan,120000.0,2000.0,Petrol,1,16750.0,0.8536585365853658
KIA,Other,2017.0,Crossover,150177.0,1999.0,Diesel,1,17300.0,0.9024390243902439
Ford,Fusion,2005.0,Hatchback,178000.0,1400.0,Diesel,0,3100.0,0.6097560975609756
Mercedes,Other,1992.0,SUV,122333.0,3200.0,Diesel,1,22700.0,0.2926829268292683
Other,Other,2019.0,SUV,17000.0,2000.0,Petrol,1,44900.0,0.9512195121951219
Volvo,XC60,2020.0,Crossover,6000.0,2000.0,Plug-in Hybrid,1,48000.0,0.975609756097561
Skoda,Other,2012.0,Crossover,23.0,1200.0,Petrol,0,7600.0,0.7804878048780488
Nissan,Other,2000.0,Universal,250000.0,2300.0,Diesel,0,1200.0,0.4878048780487805
Nissan,Other,1994.0,Sedan,310000.0,1600.0,Metan/Propan,0,1500.0,0.34146341463414637
Lexus,Other,2016.0,Sedan,94000.0,2500.0,Hybrid,1,21500.0,0.8780487804878049
Renault,Other,2016.0,Sedan,190000.0,1461.0,Diesel,1,15300.0,0.8780487804878049
Volkswagen,Golf,2012.0,Hatchback,187000.0,1200.0,Petrol,0,6950.0,0.7804878048780488
Lexus,Other,2006.0,Sedan,230000.0,2200.0,Diesel,0,7499.0,0.6341463414634146
Hyundai,Tucson,2015.0,Crossover,55000.0,2000.0,Petrol,1,14400.0,0.8536585365853658
Mercedes,C Class,2011.0,Sedan,68800.0,1800.0,Petrol,0,10600.0,0.7560975609756098
Mercedes,C Class,2004.0,Sedan,350000.0,2200.0,Diesel,1,7300.0,0.5853658536585366
Opel,Zafira,2012.0,Minivan,164000.0,1400.0,Petrol,1,8500.0,0.7804878048780488
Volkswagen,Tiguan,2017.0,SUV,71000.0,2000.0,Diesel,1,23900.0,0.9024390243902439
Chevrolet,Other,2012.0,Hatchback,157000.0,1300.0,Diesel,0,4950.0,0.7804878048780488
Chevrolet,Other,2012.0,Hatchback,184000.0,1300.0,Diesel,0,4499.0,0.7804878048780488
Volkswagen,Passat,2013.0,Sedan,223150.0,2000.0,Diesel,0,11700.0,0.8048780487804879
Nissan,Other,2004.0,Hatchback,221000.0,1500.0,Diesel,0,2999.0,0.5853658536585366
Volkswagen,Passat,2011.0,Universal,164000.0,1400.0,Metan/Propan,1,7899.0,0.7560975609756098
Lexus,RX Series,2013.0,Crossover,135000.0,3500.0,Hybrid,1,23800.0,0.8048780487804879
Mazda,Other,2017.0,Sedan,50500.0,2000.0,Petrol,1,17000.0,0.9024390243902439
Dacia,Other,2021.0,Minivan,0.0,1500.0,Diesel,0,15000.0,1.0
Toyota,Corolla,2005.0,Universal,223000.0,1400.0,Diesel,1,5350.0,0.6097560975609756
Volkswagen,Golf,1991.0,Cabriolet,107000.0,1800.0,Petrol,0,3200.0,0.2682926829268293
Renault,Megane,2010.0,Universal,196000.0,1500.0,Diesel,1,5499.0,0.7317073170731707
Citroen,Other,2005.0,Hatchback,178000.0,1400.0,Metan/Propan,1,3600.0,0.6097560975609756
Mercedes,Other,2013.0,Crossover,167000.0,2200.0,Diesel,1,18900.0,0.8048780487804879
Peugeot,Other,2001.0,Minivan,1.0,1900.0,Diesel,0,1300.0,0.5121951219512195
Renault,Other,2016.0,Universal,168000.0,1500.0,Diesel,1,10550.0,0.8780487804878049
Ford,Focus,2013.0,Sedan,149800.0,1000.0,Petrol,0,6550.0,0.8048780487804879
Chevrolet,Other,2004.0,Hatchback,185000.0,1400.0,Metan/Propan,0,2250.0,0.5853658536585366
Mercedes,Other,2004.0,Hatchback,168346.0,1500.0,Petrol,1,3000.0,0.5853658536585366
Volvo,XC60,2013.0,Crossover,285.0,2000.0,Diesel,1,14500.0,0.8048780487804879
Opel,Vectra,1991.0,Hatchback,0.0,1700.0,Diesel,0,1200.0,0.2682926829268293
Mercedes,E Class,1996.0,Sedan,100000.0,2300.0,Petrol,0,3000.0,0.3902439024390244
Ford,Fusion,2005.0,Universal,28000.0,1400.0,Diesel,0,2900.0,0.6097560975609756
Toyota,Prius,2009.0,Hatchback,340.0,1800.0,Metan/Propan,1,7150.0,0.7073170731707317
Volkswagen,Golf,2017.0,Hatchback,46000.0,1990.0,Petrol,1,18500.0,0.9024390243902439
Volkswagen,Golf,2004.0,Universal,310000.0,1900.0,Diesel,0,2500.0,0.5853658536585366
BMW,7 Series,2015.0,Sedan,46500.0,3000.0,Petrol,1,38000.0,0.8536585365853658
Toyota,Other,2014.0,Minivan,159000.0,1800.0,Hybrid,1,10850.0,0.8292682926829268
Volkswagen,Passat,2014.0,Universal,171846.0,1390.0,Metan/Propan,1,8699.0,0.8292682926829268
Volkswagen,Golf,2015.0,Hatchback,84892.0,1984.0,Petrol,1,15499.0,0.8536585365853658
Audi,Other,2011.0,Sedan,110000.0,4200.0,Diesel,1,33900.0,0.7560975609756098
Renault,Kadjar,2017.0,Crossover,138737.0,1461.0,Diesel,1,14499.0,0.9024390243902439
Skoda,Octavia,2014.0,Sedan,204006.0,1798.0,Petrol,1,9999.0,0.8292682926829268
Mercedes,E Class,2013.0,Sedan,167485.0,2143.0,Hybrid,1,20999.0,0.8048780487804879
Mercedes,Other,2016.0,Hatchback,39192.0,2000.0,Petrol,1,30999.0,0.8780487804878049
KIA,Sportage,2011.0,Crossover,213609.0,2000.0,Metan/Propan,1,11399.0,0.7560975609756098
BMW,Other,2016.0,Crossover,100852.0,2000.0,Petrol,1,20499.0,0.8780487804878049
Mercedes,E Class,2016.0,Sedan,114665.0,2200.0,Diesel,1,20999.0,0.8780487804878049
BMW,5 Series,2007.0,Sedan,210314.0,2000.0,Diesel,0,10850.0,0.6585365853658537
Volkswagen,Golf,2014.0,Hatchback,99346.0,1984.0,Petrol,1,26499.0,0.8292682926829268
Mercedes,E Class,2019.0,Sedan,45000.0,1950.0,Diesel,1,42900.0,0.9512195121951219
Nissan,Qashqai,2016.0,Crossover,144873.0,1600.0,Diesel,1,14899.0,0.8780487804878049
Mercedes,Other,2014.0,Universal,166958.0,1991.0,Metan/Propan,1,11999.0,0.8292682926829268
BMW,3 Series,2008.0,Coupe,195341.0,2993.0,Diesel,1,14999.0,0.6829268292682927
Toyota,Other,2018.0,Hatchback,30435.0,1497.0,Hybrid,1,11999.0,0.926829268292683
Opel,Astra,2007.0,Hatchback,265709.0,1249.0,Diesel,0,4999.0,0.6585365853658537
Skoda,Octavia,2018.0,Sedan,85073.0,1395.0,Petrol,0,12399.0,0.926829268292683
BMW,5 Series,2013.0,Sedan,121235.0,3000.0,Hybrid,1,21499.0,0.8048780487804879
Mercedes,Other,2004.0,Coupe,321559.0,1800.0,Petrol,1,8099.0,0.5853658536585366
Mercedes,E Class,2012.0,Sedan,147067.0,1796.0,Petrol,1,15999.0,0.7804878048780488
BMW,5 Series,2012.0,Sedan,175289.0,1986.0,Petrol,1,12499.0,0.7804878048780488
Toyota,Prius,2006.0,Hatchback,233609.0,1497.0,Hybrid,1,6499.0,0.6341463414634146
Volkswagen,Passat,2009.0,Universal,250773.0,1400.0,Metan/Propan,1,7299.0,0.7073170731707317
Skoda,Superb,2008.0,Sedan,240317.0,1800.0,Petrol,1,8900.0,0.6829268292682927
Hyundai,Santa FE,2014.0,Crossover,221369.0,2199.0,Diesel,1,16999.0,0.8292682926829268
Toyota,Auris,2010.0,Hatchback,163198.0,1364.0,Diesel,0,7799.0,0.7317073170731707
Renault,Megane,2012.0,Universal,282891.0,1461.0,Diesel,1,6999.0,0.7804878048780488
Toyota,Prius,2007.0,Hatchback,242171.0,1497.0,Hybrid,1,7299.0,0.6585365853658537
Mercedes,Other,2015.0,Sedan,55960.0,2996.0,Petrol,1,36999.0,0.8536585365853658
Mercedes,E Class,2012.0,Sedan,205338.0,1796.0,Petrol,1,15999.0,0.7804878048780488
Toyota,Avensis,2009.0,Universal,219500.0,1987.0,Petrol,1,9199.0,0.7073170731707317
Skoda,Octavia,2009.0,Hatchback,180849.0,1595.0,Petrol,0,4799.0,0.7073170731707317
KIA,Other,2017.0,Crossover,69765.0,2200.0,Diesel,1,24499.0,0.9024390243902439
BMW,5 Series,2012.0,Sedan,333223.0,2000.0,Diesel,1,18999.0,0.7804878048780488
Audi,A6,2002.0,Universal,320433.0,2496.0,Diesel,0,6499.0,0.5365853658536586
Volkswagen,Golf,2015.0,Hatchback,104000.0,2000.0,Petrol,1,15999.0,0.8536585365853658
