Make,Model,Year,Style,Distance,Engine_capacity(cm3),Fuel_type,Transmission,Price(euro),Year_norm
Opel,Astra,2008.0,Universal,240000.0,1300.0,Diesel,0,4300.0,0.6829268292682927
Mercedes,Other,2012.0,Crossover,224000.0,2500.0,Diesel,1,17600.0,0.7804878048780488
Toyota,Rav 4,2010.0,Crossover,105000.0,2500.0,Metan/Propan,1,9300.0,0.7317073170731707
Dacia,Logan,2007.0,Minivan,400000.0,1400.0,Metan/Propan,0,3400.0,0.6585365853658537
Nissan,Qashqai,2016.0,Crossover,155000.0,1500.0,Diesel,0,12250.0,0.8780487804878049
Volkswagen,Passat,1995.0,Sedan,452354.0,1800.0,Metan/Propan,0,1500.0,0.36585365853658536
Volkswagen,Jetta,2012.0,Sedan,221000.0,1400.0,Hybrid,1,9300.0,0.7804878048780488
Skoda,Superb,2014.0,Sedan,166000.0,2000.0,Diesel,0,12299.0,0.8292682926829268
Toyota,Other,2006.0,Hatchback,110675.0,998.0,Petrol,1,3750.0,0.6341463414634146
Volkswagen,Passat,2000.0,Sedan,11111.0,2500.0,Diesel,0,3700.0,0.4878048780487805
Hyundai,Tucson,2006.0,Crossover,272121.0,2000.0,Metan/Propan,0,5650.0,0.6341463414634146
BMW,7 Series,1999.0,Sedan,375000.0,4400.0,Petrol,1,6300.0,0.4634146341463415
Porsche,Cayenne,2013.0,SUV,75000.0,4134.0,Diesel,1,48999.0,0.8048780487804879
Volkswagen,Transporter,2008.0,Minivan,242500.0,2459.0,Diesel,0,9150.0,0.6829268292682927
Mercedes,Vito,2016.0,Microvan,130256.0,1600.0,Diesel,0,15000.0,0.8780487804878049
BMW,5 Series,2013.0,Sedan,120369.0,3000.0,Petrol,1,15200.0,0.8048780487804879
Renault,Grand Scenic,2013.0,Minivan,175200.0,1500.0,Diesel,0,6700.0,0.8048780487804879
BMW,5 Series,2000.0,SUV,200000.0,2000.0,Diesel,1,3000.0,0.4878048780487805
Audi,Other,2002.0,Universal,323000.0,2500.0,Diesel,1,3000.0,0.5365853658536586
Peugeot,Other,1997.0,Hatchback,280000.0,1600.0,Petrol,0,1600.0,0.4146341463414634
Ford,Mondeo,2010.0,Sedan,176000.0,1600.0,Metan/Propan,0,6000.0,0.7317073170731707
Mercedes,E Class,2012.0,Sedan,250000.0,2200.0,Diesel,1,14500.0,0.7804878048780488
Renault,Other,2016.0,Universal,140000.0,1500.0,Diesel,1,12900.0,0.8780487804878049
Toyota,Prius,2016.0,Sedan,137000.0,1800.0,Hybrid,1,12700.0,0.8780487804878049
Audi,A4,2010.0,Universal,228900.0,2000.0,Petrol,1,10850.0,0.7317073170731707
Skoda,Fabia,2011.0,Universal,173000.0,1200.0,Diesel,0,5400.0,0.7560975609756098
Volkswagen,Other,2003.0,Minivan,350000.0,2500.0,Diesel,0,7400.0,0.5609756097560976
Toyota,Prius,2011.0,Hatchback,402000.0,1800.0,Petrol,1,7500.0,0.7560975609756098
BMW,5 Series,2011.0,Sedan,195600.0,2979.0,Petrol,1,19500.0,0.7560975609756098
Skoda,Superb,2016.0,Sedan,177000.0,2000.0,Diesel,1,17800.0,0.8780487804878049
Volkswagen,Jetta,2008.0,Sedan,200000.0,1600.0,Petrol,1,5200.0,0.6829268292682927
Skoda,Superb,2011.0,Universal,152000.0,1800.0,Petrol,0,8900.0,0.7560975609756098
Dacia,Sandero,2015.0,Hatchback,118000.0,1200.0,Petrol,0,5500.0,0.8536585365853658
Volkswagen,Caddy,2005.0,Combi,290000.0,1600.0,Metan/Propan,0,4100.0,0.6097560975609756
Opel,Astra,2004.0,Universal,10.0,1300.0,Petrol,0,3000.0,0.5853658536585366
Nissan,Qashqai,2012.0,Crossover,135000.0,1500.0,Diesel,0,8500.0,0.7804878048780488
Volkswagen,Passat,2006.0,Universal,256352.0,2000.0,Diesel,1,3500.0,0.6341463414634146
Skoda,Fabia,2011.0,Hatchback,156300.0,1200.0,Petrol,0,4600.0,0.7560975609756098
Renault,Megane,2010.0,Universal,204500.0,1461.0,Diesel,1,6700.0,0.7317073170731707
Volkswagen,Tiguan,2010.0,Sedan,162000.0,1400.0,Petrol,0,8800.0,0.7317073170731707
Opel,Astra,1993.0,Sedan,222222.0,1600.0,Petrol,0,1000.0,0.3170731707317073
BMW,5 Series,2006.0,Universal,330000.0,2500.0,Diesel,1,8600.0,0.6341463414634146
Nissan,Other,1993.0,Minivan,280000.0,2000.0,Metan/Propan,0,1700.0,0.3170731707317073
Ford,Other,2002.0,Microvan,281632.0,1900.0,Diesel,1,4250.0,0.5365853658536586
Toyota,Auris,2013.0,Sedan,96476.0,1400.0,Diesel,0,8750.0,0.8048780487804879
Skoda,Octavia,2014.0,Sedan,247152.0,2000.0,Diesel,0,11950.0,0.8292682926829268
Citroen,Other,2012.0,Hatchback,195162.0,1400.0,Diesel,0,5450.0,0.7804878048780488
Hyundai,Other,2005.0,Minivan,264752.0,1500.0,Diesel,0,3450.0,0.6097560975609756
Volkswagen,Passat,2013.0,Universal,191325.0,2013.0,Metan/Propan,1,7650.0,0.8048780487804879
Mercedes,Other,1985.0,Sedan,245000.0,2000.0,Metan/Propan,1,3950.0,0.12195121951219512
Volkswagen,Passat,2009.0,Universal,267000.0,1400.0,Metan/Propan,1,6650.0,0.7073170731707317
Opel,Zafira,2002.0,Universal,300000.0,1600.0,Petrol,0,2700.0,0.5365853658536586
Nissan,Other,1995.0,Sedan,357000.0,2000.0,Metan/Propan,1,2650.0,0.36585365853658536
BMW,3 Series,2016.0,Sedan,90000.0,1999.0,Diesel,1,14999.0,0.8780487804878049
Mercedes,Series (W124),1994.0,Coupe,1.0,2200.0,Metan/Propan,1,4000.0,0.34146341463414637
Honda,Civic,2008.0,Sedan,210300.0,1300.0,Hybrid,1,5500.0,0.6829268292682927
Mitsubishi,Other,2004.0,Hatchback,192000.0,1499.0,Petrol,0,3000.0,0.5853658536585366
Mercedes,Series (W124),1992.0,Sedan,475000.0,2300.0,Metan/Propan,1,1500.0,0.2926829268292683
Citroen,Other,2006.0,Coupe,252222.0,2000.0,Petrol,0,2900.0,0.6341463414634146
Lexus,Other,2015.0,Hatchback,181000.0,1800.0,Hybrid,1,12300.0,0.8536585365853658
Volkswagen,Passat,1994.0,Universal,167000.0,2000.0,Petrol,0,1200.0,0.34146341463414637
Ford,Other,1985.0,Coupe,1111.0,1600.0,Petrol,0,5000.0,0.12195121951219512
Honda,CR-V,2018.0,Crossover,55000.0,1500.0,Petrol,1,19500.0,0.926829268292683
Audi,A6,2016.0,Sedan,126000.0,3000.0,Petrol,1,19900.0,0.8780487804878049
Honda,CR-V,2018.0,Crossover,65000.0,1500.0,Petrol,1,16999.0,0.926829268292683
Lexus,Other,2014.0,Sedan,135000.0,2468.0,Hybrid,1,17800.0,0.8292682926829268
Hyundai,Other,1993.0,Sedan,10000.0,1800.0,Metan/Propan,0,15000.0,0.3170731707317073
KIA,Other,1999.0,Sedan,200000.0,1500.0,Petrol,0,1100.0,0.4634146341463415
Toyota,Other,2015.0,Sedan,165500.0,2500.0,Hybrid,1,15499.0,0.8536585365853658
Toyota,Prius,2011.0,Hatchback,209000.0,1800.0,Hybrid,1,6599.0,0.7560975609756098
Toyota,Prius,2011.0,Hatchback,180500.0,1800.0,Hybrid,1,6899.0,0.7560975609756098
Volvo,XC60,2009.0,SUV,273000.0,2500.0,Diesel,1,13500.0,0.7073170731707317
Skoda,Superb,2010.0,Universal,190120.0,1400.0,Petrol,0,7900.0,0.7317073170731707
Volkswagen,Golf,2003.0,Hatchback,320000.0,1900.0,Diesel,0,1600.0,0.5609756097560976
Honda,Accord,2002.0,Hatchback,297000.0,1850.0,Metan/Propan,0,3000.0,0.5365853658536586
Mitsubishi,Other,1993.0,Minivan,340000.0,2000.0,Diesel,0,2000.0,0.3170731707317073
Nissan,Other,1986.0,Hatchback,230000.0,2000.0,Metan/Propan,0,1100.0,0.14634146341463414
Audi,Other,1993.0,Universal,180000.0,2000.0,Metan/Propan,0,2000.0,0.3170731707317073
Skoda,Octavia,2019.0,Universal,15100.0,1600.0,Petrol,0,15700.0,0.9512195121951219
Subaru,Other,2012.0,Sedan,193000.0,1300.0,Petrol,0,5200.0,0.7804878048780488
Lexus,Other,2007.0,Sedan,111.0,3500.0,Petrol,1,6800.0,0.6585365853658537
Skoda,Other,2017.0,Sedan,217534.0,1422.0,Diesel,0,7699.0,0.9024390243902439
Chevrolet,Other,2008.0,Universal,29000.0,2000.0,Diesel,0,8200.0,0.6829268292682927
Volkswagen,Golf,2013.0,Hatchback,117000.0,1400.0,Petrol,0,9200.0,0.8048780487804879
Mercedes,E Class,2002.0,Sedan,302000.0,2200.0,Diesel,0,3300.0,0.5365853658536586
Land Rover,Other,2006.0,Universal,296000.0,2720.0,Diesel,1,14400.0,0.6341463414634146
Renault,Other,2016.0,Sedan,151000.0,1500.0,Diesel,0,7000.0,0.8780487804878049
Opel,Zafira,2000.0,Minivan,258000.0,2000.0,Diesel,0,1300.0,0.4878048780487805
Other,Altele,1990.0,SUV,0.0,2900.0,Petrol,0,3500.0,0.24390243902439024
Skoda,Octavia,2012.0,Sedan,120000.0,1400.0,Petrol,0,11999.0,0.7804878048780488
Mercedes,E Class,2006.0,Universal,390000.0,3200.0,Diesel,1,3700.0,0.6341463414634146
Mercedes,E Class,2004.0,Sedan,250000.0,3200.0,Diesel,1,1999.0,0.5853658536585366
BMW,5 Series,1999.0,Sedan,300000.0,2000.0,Petrol,0,2650.0,0.4634146341463415
Toyota,Other,2007.0,Hatchback,180000.0,1400.0,Diesel,1,4500.0,0.6585365853658537
Mercedes,S Class,2000.0,Sedan,300.0,3200.0,Diesel,1,8200.0,0.4878048780487805
BMW,7 Series,2006.0,Sedan,333000.0,3000.0,Diesel,1,10000.0,0.6341463414634146
Toyota,Prius,2012.0,Coupe,190000.0,1800.0,Hybrid,1,8300.0,0.7804878048780488
Volkswagen,Transporter,2001.0,Minivan,1111.0,1900.0,Diesel,0,3800.0,0.5121951219512195
Audi,Other,2015.0,Sedan,167160.0,2000.0,Diesel,1,18900.0,0.8536585365853658
Audi,A6,2006.0,Sedan,228700.0,2000.0,Diesel,0,8850.0,0.6341463414634146
Volkswagen,Passat,2011.0,Sedan,202222.0,1400.0,Petrol,1,10000.0,0.7560975609756098
Mercedes,Other,2006.0,Hatchback,178000.0,1500.0,Metan/Propan,1,5900.0,0.6341463414634146
Peugeot,Other,2009.0,Universal,203000.0,1400.0,Petrol,0,4111.0,0.7073170731707317
Renault,Megane,2013.0,Universal,157000.0,1500.0,Diesel,0,6500.0,0.8048780487804879
Other,Other,2010.0,Hatchback,11111.0,800.0,Petrol,0,1300.0,0.7317073170731707
Other,Other,1996.0,Minivan,40000.0,2500.0,Diesel,0,3300.0,0.3902439024390244
Mercedes,M Class,2000.0,SUV,450000.0,2700.0,Diesel,1,7500.0,0.4878048780487805
Toyota,Auris,2010.0,Hatchback,227000.0,1400.0,Petrol,0,5500.0,0.7317073170731707
Ford,Other,2009.0,Universal,0.0,1400.0,Diesel,1,3500.0,0.7073170731707317
Mitsubishi,Outlander,2008.0,SUV,0.0,2000.0,Diesel,0,7300.0,0.6829268292682927
Mazda,Other,2008.0,Universal,0.0,2200.0,Petrol,0,5950.0,0.6829268292682927
Volkswagen,Other,2008.0,Sedan,0.0,2400.0,Diesel,0,7400.0,0.6829268292682927
Mercedes,M Class,2006.0,Universal,0.0,3000.0,Diesel,1,9000.0,0.6341463414634146
Toyota,Other,2008.0,Hatchback,0.0,1400.0,Diesel,0,3200.0,0.6829268292682927
Skoda,Other,2016.0,Hatchback,37000.0,1600.0,Petrol,1,9999.0,0.8780487804878049
Toyota,Other,2015.0,Minivan,140132.0,1800.0,Petrol,0,11850.0,0.8536585365853658
Renault,Other,2002.0,Sedan,155556.0,1400.0,Petrol,0,2200.0,0.5365853658536586
Toyota,Other,2012.0,Minivan,164879.0,1400.0,Diesel,0,6900.0,0.7804878048780488
Mitsubishi,Other,2008.0,Minivan,290000.0,2400.0,Petrol,0,7000.0,0.6829268292682927
Renault,Grand Scenic,2013.0,Minivan,217000.0,1461.0,Diesel,0,6400.0,0.8048780487804879
Vaz,Other,2002.0,Sedan,200.0,1500.0,Petrol,0,1200.0,0.5365853658536586
BMW,3 Series,2004.0,Coupe,190000.0,1900.0,Petrol,0,2200.0,0.5853658536585366
Hyundai,Other,2012.0,Hatchback,127000.0,1300.0,Metan/Propan,0,5350.0,0.7804878048780488
Mitsubishi,Other,2009.0,Hatchback,177000.0,1300.0,Petrol,1,4250.0,0.7073170731707317
Skoda,Fabia,2016.0,Minivan,112000.0,1400.0,Diesel,0,6999.0,0.8780487804878049
Skoda,Superb,2018.0,Universal,160000.0,2000.0,Diesel,1,22000.0,0.926829268292683
Mercedes,E Class,2002.0,Sedan,372000.0,2200.0,Diesel,0,5250.0,0.5365853658536586
Skoda,Fabia,2008.0,Universal,195500.0,1422.0,Diesel,0,5350.0,0.6829268292682927
Vaz,Other,1995.0,Hatchback,111111.0,1700.0,Metan/Propan,0,1550.0,0.36585365853658536
Mercedes,E Class,2010.0,Sedan,257000.0,2143.0,Diesel,1,12800.0,0.7317073170731707
Volkswagen,Passat,2012.0,Universal,268000.0,1600.0,Diesel,0,8600.0,0.7804878048780488
Renault,Other,2016.0,Universal,210000.0,1500.0,Diesel,0,6150.0,0.8780487804878049
BMW,5 Series,2015.0,Sedan,220000.0,2000.0,Diesel,1,20000.0,0.8536585365853658
Mitsubishi,Other,1994.0,Minivan,382140.0,2000.0,Metan/Propan,0,2000.0,0.34146341463414637
Vaz,Other,1999.0,Sedan,95000.0,1500.0,Petrol,0,1100.0,0.4634146341463415
Toyota,Auris,2009.0,Hatchback,181000.0,1400.0,Diesel,0,5888.0,0.7073170731707317
Hyundai,Santa FE,2004.0,SUV,227000.0,2000.0,Metan/Propan,0,4700.0,0.5853658536585366
Mercedes,C Class,2016.0,Universal,215000.0,2143.0,Diesel,1,21000.0,0.8780487804878049
Mercedes,Other,2016.0,Crossover,185000.0,2500.0,Diesel,1,28500.0,0.8780487804878049
Ford,Fusion,2014.0,Sedan,70700.0,2000.0,Hybrid,1,14999.0,0.8292682926829268
Mercedes,Series (W124),1992.0,Sedan,280000.0,2300.0,Metan/Propan,0,1800.0,0.2926829268292683
Renault,Grand Scenic,2006.0,Minivan,240000.0,1500.0,Diesel,0,3500.0,0.6341463414634146
Citroen,Other,2012.0,Hatchback,99500.0,1400.0,Diesel,0,5500.0,0.7804878048780488
Volkswagen,Golf,2002.0,Hatchback,1.0,1600.0,Metan/Propan,1,3590.0,0.5365853658536586
BMW,3 Series,1995.0,Universal,8545.0,1800.0,Petrol,0,1650.0,0.36585365853658536
Skoda,Fabia,2003.0,Universal,1.0,1400.0,Metan/Propan,0,2500.0,0.5609756097560976
Toyota,Avensis,2013.0,Universal,180000.0,2000.0,Diesel,1,9000.0,0.8048780487804879
Volvo,XC90,2012.0,SUV,180000.0,2400.0,Diesel,1,14000.0,0.7804878048780488
Opel,Astra,2012.0,Hatchback,202000.0,1248.0,Diesel,0,5800.0,0.7804878048780488
Toyota,Other,2015.0,Pickup,70000.0,2700.0,Metan/Propan,0,18000.0,0.8536585365853658
BMW,5 Series,2005.0,Universal,184000.0,2500.0,Diesel,1,5999.0,0.6097560975609756
Ford,Other,1988.0,Hatchback,21000.0,1400.0,Petrol,0,1150.0,0.1951219512195122
Volkswagen,Caddy,2011.0,Universal,136000.0,1600.0,Diesel,0,4200.0,0.7560975609756098
Suzuki,Other,2005.0,Hatchback,1.0,1500.0,Petrol,0,2000.0,0.6097560975609756
Toyota,Rav 4,2013.0,Crossover,78000.0,2200.0,Diesel,1,11500.0,0.8048780487804879
Skoda,Other,2010.0,Universal,59000.0,1400.0,Diesel,0,3100.0,0.7317073170731707
Nissan,Other,2008.0,Hatchback,1.0,1200.0,Petrol,1,2550.0,0.6829268292682927
Toyota,Corolla,2013.0,Sedan,45000.0,1400.0,Diesel,0,6100.0,0.8048780487804879
Mitsubishi,Other,2006.0,Universal,1.0,1600.0,Petrol,0,2000.0,0.6341463414634146
Skoda,Octavia,2000.0,Universal,1.0,1800.0,Petrol,0,1500.0,0.4878048780487805
Volkswagen,Transporter,2004.0,Minivan,300000.0,2461.0,Diesel,0,5900.0,0.5853658536585366
Honda,CR-V,2014.0,Crossover,45000.0,2200.0,Diesel,1,10500.0,0.8292682926829268
Volkswagen,Caddy,2010.0,Minivan,165000.0,2000.0,Metan/Propan,0,3150.0,0.7317073170731707
Volkswagen,Golf,2013.0,Hatchback,89000.0,1200.0,Petrol,1,5900.0,0.8048780487804879
Volkswagen,Passat,2002.0,Universal,187000.0,1900.0,Diesel,0,2550.0,0.5365853658536586
Mercedes,E Class,2006.0,Universal,0.0,2200.0,Diesel,0,4200.0,0.6341463414634146
BMW,3 Series,2005.0,Sedan,190000.0,2000.0,Diesel,1,3950.0,0.6097560975609756
Mercedes,E Class,2017.0,Sedan,9000.0,1950.0,Diesel,1,19599.0,0.9024390243902439
Toyota,Corolla,2010.0,Sedan,120000.0,1400.0,Diesel,0,5250.0,0.7317073170731707
Mercedes,E Class,2005.0,Sedan,240000.0,2200.0,Diesel,1,2950.0,0.6097560975609756
Dacia,Duster,2019.0,SUV,25000.0,1500.0,Diesel,0,8500.0,0.9512195121951219
Toyota,Avensis,1998.0,Universal,315000.0,2000.0,Metan/Propan,0,2800.0,0.43902439024390244
BMW,5 Series,2000.0,Sedan,309986.0,3000.0,Diesel,0,6700.0,0.4878048780487805
Mazda,Other,1992.0,Hatchback,389034.0,2000.0,Petrol,0,1250.0,0.2926829268292683
Renault,Kangoo,2003.0,Universal,1.0,1400.0,Metan/Propan,0,2650.0,0.5609756097560976
BMW,7 Series,2000.0,Sedan,22.0,2800.0,Metan/Propan,1,3600.0,0.4878048780487805
Mazda,Other,1996.0,Sedan,223000.0,1500.0,Petrol,0,34000.0,0.3902439024390244
Toyota,Other,2003.0,Minivan,120000.0,2000.0,Diesel,0,3700.0,0.5609756097560976
Honda,CR-V,2015.0,Crossover,85500.0,2000.0,Petrol,1,11500.0,0.8536585365853658
BMW,5 Series,2008.0,Sedan,132000.0,2500.0,Diesel,1,6300.0,0.6829268292682927
Toyota,Other,2018.0,Hatchback,108000.0,1500.0,Hybrid,1,7200.0,0.926829268292683
Citroen,Other,2010.0,Universal,135000.0,1600.0,Diesel,0,3100.0,0.7317073170731707
Honda,CR-V,2001.0,SUV,135000.0,2000.0,Petrol,1,2550.0,0.5121951219512195
Toyota,Avensis,2014.0,Universal,123000.0,1800.0,Petrol,0,6200.0,0.8292682926829268
Honda,Accord,2019.0,Sedan,21000.0,1500.0,Petrol,1,19000.0,0.9512195121951219
Volkswagen,Tiguan,2014.0,Crossover,25000.0,2000.0,Diesel,0,9200.0,0.8292682926829268
Hyundai,Other,2012.0,Crossover,58000.0,2000.0,Petrol,1,7200.0,0.7804878048780488
Hyundai,Other,2017.0,Sedan,23000.0,1600.0,Petrol,1,7300.0,0.9024390243902439
Hyundai,Tucson,2008.0,SUV,158000.0,2000.0,Diesel,1,4200.0,0.6829268292682927
Toyota,Other,2011.0,Universal,1.0,2700.0,Petrol,1,8700.0,0.7560975609756098
Nissan,Other,2004.0,Microvan,0.0,1600.0,Petrol,0,1700.0,0.5853658536585366
Volkswagen,Other,2011.0,Minivan,123000.0,1400.0,Petrol,0,6700.0,0.7560975609756098
Mitsubishi,Other,2009.0,Hatchback,45000.0,1300.0,Petrol,1,3100.0,0.7073170731707317
Toyota,Camry,2016.0,Sedan,56000.0,2500.0,Hybrid,1,9900.0,0.8780487804878049
Renault,Scenic,2001.0,Universal,285000.0,1900.0,Diesel,0,1350.0,0.5121951219512195
Audi,A4,2017.0,Universal,178000.0,1400.0,Petrol,0,17700.0,0.9024390243902439
Dacia,Duster,2012.0,SUV,142133.0,1500.0,Diesel,0,6999.0,0.7804878048780488
Renault,Megane,2011.0,Universal,177182.0,1500.0,Diesel,0,5499.0,0.7560975609756098
BMW,5 Series,2011.0,Sedan,82000.0,2000.0,Petrol,1,13200.0,0.7560975609756098
Toyota,Avensis,2001.0,Sedan,136000.0,1800.0,Petrol,0,1700.0,0.5121951219512195
Audi,Other,2011.0,Universal,132500.0,1400.0,Petrol,1,4550.0,0.7560975609756098
Suzuki,Other,2006.0,Universal,125000.0,1400.0,Diesel,0,1600.0,0.6341463414634146
Renault,Other,2005.0,Minivan,132000.0,2000.0,Petrol,1,2900.0,0.6097560975609756
Toyota,Other,2005.0,Minivan,235000.0,2000.0,Diesel,0,4200.0,0.6097560975609756
Mazda,Other,2004.0,Universal,136000.0,2000.0,Petrol,0,2100.0,0.5853658536585366
Fiat,Other,2008.0,Universal,125000.0,1300.0,Diesel,0,2200.0,0.6829268292682927
Honda,Other,2012.0,Hatchback,125000.0,1400.0,Hybrid,1,4250.0,0.7804878048780488
Fiat,Other,2013.0,Hatchback,45000.0,1400.0,Petrol,1,3900.0,0.8048780487804879
Opel,Astra,2012.0,Universal,135000.0,1300.0,Diesel,0,3600.0,0.7804878048780488
Mazda,Other,2007.0,Hatchback,156000.0,1600.0,Petrol,1,3300.0,0.6585365853658537
Other,Other,2006.0,Crossover,112000.0,2400.0,Petrol,0,1600.0,0.6341463414634146
Mitsubishi,Outlander,2007.0,Crossover,123000.0,2400.0,Petrol,1,3350.0,0.6585365853658537
Renault,Other,2019.0,Hatchback,10000.0,1000.0,Electric,1,7500.0,0.9512195121951219
Nissan,Other,2002.0,Universal,240000.0,2000.0,Metan/Propan,1,4200.0,0.5365853658536586
Nissan,Other,2006.0,Crossover,174000.0,2500.0,Metan/Propan,1,6500.0,0.6341463414634146
Vaz,Other,1986.0,Hatchback,120000.0,1600.0,Petrol,0,1100.0,0.14634146341463414
BMW,Other,2018.0,Sedan,55000.0,2000.0,Petrol,1,16000.0,0.926829268292683
BMW,5 Series,2014.0,Sedan,160000.0,2800.0,Petrol,1,18500.0,0.8292682926829268
Toyota,Other,2011.0,SUV,155000.0,2700.0,Metan/Propan,1,19850.0,0.7560975609756098
Toyota,Auris,2014.0,Universal,138000.0,1800.0,Hybrid,1,10500.0,0.8292682926829268
Audi,A6,2000.0,Universal,400000.0,2500.0,Diesel,0,3900.0,0.4878048780487805
Hyundai,Other,2013.0,Hatchback,139000.0,1400.0,Diesel,0,7500.0,0.8048780487804879
Audi,A4,1997.0,Sedan,267892.0,1800.0,Petrol,0,2300.0,0.4146341463414634
Toyota,Avensis,2007.0,Universal,257000.0,2000.0,Diesel,0,4800.0,0.6585365853658537
Dacia,Other,2014.0,Minivan,287921.0,1600.0,Metan/Propan,0,7000.0,0.8292682926829268
Audi,A6,2001.0,Sedan,52.0,2500.0,Diesel,0,1200.0,0.5121951219512195
Nissan,Other,1992.0,Universal,200000.0,1600.0,Petrol,0,10000.0,0.2926829268292683
BMW,5 Series,2015.0,Sedan,99850.0,1997.0,Petrol,1,20999.0,0.8536585365853658
Other,Other,2000.0,Minivan,360000.0,2500.0,Diesel,0,1000.0,0.4878048780487805
Dacia,Logan Mcv,2008.0,Minivan,235000.0,1500.0,Diesel,0,4200.0,0.6829268292682927
BMW,3 Series,2002.0,Sedan,245000.0,1989.0,Petrol,0,4200.0,0.5365853658536586
Volkswagen,Golf,1996.0,Universal,360000.0,1900.0,Diesel,0,2350.0,0.3902439024390244
Dacia,Sandero,2011.0,Hatchback,152300.0,1200.0,Petrol,0,3900.0,0.7560975609756098
Audi,Other,2008.0,Crossover,245000.0,3000.0,Diesel,1,18000.0,0.6829268292682927
Renault,Scenic,2016.0,Minivan,168740.0,1500.0,Diesel,0,8600.0,0.8780487804878049
Toyota,Avensis,2005.0,Universal,187000.0,2000.0,Petrol,1,6200.0,0.6097560975609756
Nissan,Qashqai,2016.0,Crossover,173000.0,1500.0,Diesel,0,14450.0,0.8780487804878049
Renault,Grand Scenic,2014.0,Universal,185000.0,1500.0,Diesel,0,8700.0,0.8292682926829268
BMW,3 Series,2006.0,Sedan,250000.0,2500.0,Diesel,1,5000.0,0.6341463414634146
Nissan,Qashqai,2015.0,Crossover,167000.0,1500.0,Diesel,0,13200.0,0.8536585365853658
Nissan,Qashqai,2016.0,Crossover,126000.0,1500.0,Diesel,0,14400.0,0.8780487804878049
Nissan,Qashqai,2016.0,Crossover,191000.0,1200.0,Petrol,1,12900.0,0.8780487804878049
Nissan,Qashqai,2016.0,Crossover,142000.0,1500.0,Diesel,0,13500.0,0.8780487804878049
Audi,A4,1996.0,Sedan,287000.0,1600.0,Petrol,0,2000.0,0.3902439024390244
Mercedes,C Class,2008.0,Sedan,222000.0,3000.0,Metan/Propan,1,7500.0,0.6829268292682927
Mitsubishi,Outlander,2009.0,SUV,207000.0,2000.0,Petrol,0,5900.0,0.7073170731707317
Skoda,Fabia,2011.0,Universal,168500.0,1200.0,Diesel,0,4850.0,0.7560975609756098
Renault,Megane,2011.0,Sedan,230000.0,1500.0,Diesel,0,5500.0,0.7560975609756098
Opel,Corsa,2012.0,Hatchback,144600.0,1300.0,Diesel,0,5150.0,0.7804878048780488
Mercedes,C Class,2003.0,Sedan,200000.0,1800.0,Metan/Propan,0,4300.0,0.5609756097560976
Volkswagen,Passat,1998.0,Sedan,480000.0,1800.0,Petrol,0,2800.0,0.43902439024390244
Hyundai,Other,2012.0,Sedan,96000.0,2000.0,Petrol,1,6000.0,0.7804878048780488
Mazda,Other,2006.0,Sedan,167000.0,2000.0,Petrol,1,5700.0,0.6341463414634146
Opel,Zafira,2004.0,Minivan,211684.0,2200.0,Diesel,0,3250.0,0.5853658536585366
Other,Other,2008.0,Sedan,130000.0,2000.0,Metan/Propan,0,4200.0,0.6829268292682927
Nissan,Other,1994.0,Universal,311000.0,1600.0,Petrol,0,1350.0,0.34146341463414637
Land Rover,Other,2009.0,Crossover,156000.0,2200.0,Diesel,1,10500.0,0.7073170731707317
Mazda,Other,2000.0,Universal,3.0,2000.0,Diesel,0,2200.0,0.4878048780487805
Hyundai,Other,2013.0,Universal,190000.0,1400.0,Diesel,0,6850.0,0.8048780487804879
Volkswagen,Polo,2006.0,Hatchback,228000.0,1400.0,Diesel,0,4000.0,0.6341463414634146
Dacia,Duster,2015.0,Crossover,155000.0,1500.0,Diesel,0,8600.0,0.8536585365853658
Opel,Other,2004.0,Minivan,1.0,1300.0,Diesel,0,2500.0,0.5853658536585366
Renault,Scenic,2010.0,Minivan,160000.0,1500.0,Diesel,0,5399.0,0.7317073170731707
Toyota,Rav 4,2008.0,SUV,215000.0,2200.0,Diesel,0,8500.0,0.6829268292682927
Other,Altele,2016.0,Sedan,38500.0,1999.0,Petrol,1,18200.0,0.8780487804878049
Fiat,Other,2002.0,Minivan,250000.0,1900.0,Diesel,0,1900.0,0.5365853658536586
BMW,5 Series,2012.0,Sedan,188000.0,3000.0,Diesel,1,13400.0,0.7804878048780488
Volkswagen,Golf,1993.0,Hatchback,0.0,1900.0,Diesel,0,1900.0,0.3170731707317073
Vaz,Other,1998.0,SUV,0.0,1600.0,Petrol,0,3000.0,0.43902439024390244
Renault,Megane,2017.0,Universal,84800.0,1498.0,Diesel,0,11900.0,0.9024390243902439
Ford,Focus,2015.0,Hatchback,161000.0,1500.0,Diesel,0,7800.0,0.8536585365853658
Toyota,Corolla,2008.0,Sedan,280000.0,1400.0,Diesel,0,6400.0,0.6829268292682927
Opel,Vectra,1995.0,Sedan,385000.0,1800.0,Metan/Propan,0,2100.0,0.36585365853658536
Mercedes,Other,2010.0,Minivan,210000.0,2200.0,Diesel,1,11500.0,0.7317073170731707
Ford,Mondeo,2009.0,Hatchback,169000.0,2000.0,Diesel,1,7800.0,0.7073170731707317
Mercedes,S Class,2003.0,Sedan,310000.0,3222.0,Diesel,1,5300.0,0.5609756097560976
